Mes,Fecha,Producto,Profesional,Programa,Conductor,Editado,Tomado,Tipo,Salida Real,Valor Programa,Valor Apoyo,Total
May 2026 - Grilla Sheila Programas,05/05/2026,Serrapep,Beto Casella,BTV,Pachu Peña,Juli,TRUE,PNT,BTV - SERRAPEP 05 05 .mp4,$1.000.000,$0,$1.000.000
May 2026 - Grilla Sheila Programas,05/05/2026,Digecaps,Gabriel Lapman,La mañana de Moria,Moria Casan,Juli,TRUE,NOTA,Screenrecorder-2026-05-05-10-49-26-41.mp4,$1.700.000,$120.000,$1.820.000
May 2026 - Grilla Sheila Programas,05/05/2026,Telomerina,Gabriel Lapman,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,Screenrecorder-2026-05-05-16-33-50-439.mp4,$1.350.000,$120.000,$1.470.000
May 2026 - Grilla Sheila Programas,05/05/2026,Serrapep,Karina Ramírez,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,Screenrecorder-2026-05-05-11-07-18-123.mp4,$250.000,$70.000,$320.000
May 2026 - Grilla Sheila Programas,05/05/2026,AMPK Protein,Mariana Fabbiani,DDM,Cesar Carozza,Juli,TRUE,PNT,DDM - AMPK 05 05 .mp4,$700.000,$0,$700.000
May 2026 - Grilla Sheila Programas,05/05/2026,Telomerina,Yanina Latorre,SQP,,Juli,TRUE,PNT,SQP - TELOMERINA 05 05 .mp4,$800.000,$0,$800.000
May 2026 - Grilla Sheila Programas,06/05/2026,Metasitol R1,Andrea Purita,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,Screenrecorder-2026-05-06-16-55-28-829.mp4,$1.350.000,$170.000,$1.520.000
May 2026 - Grilla Sheila Programas,06/05/2026,Goodskin,Andrea Purita,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-07 10-26-44.mp4,$1.000.000,$170.000,$1.170.000
May 2026 - Grilla Sheila Programas,06/05/2026,Vitamet,Gabriel Lapman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-05-06 09-59-52.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,06/05/2026,Digecaps,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,Screenrecorder-2026-05-06-11-05-32-654.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,07/05/2026,Metasitol R1,Andrea Purita,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,Screenrecorder-2026-05-07-17-51-46-816.mp4,$1.000.000,$170.000,$1.170.000
May 2026 - Grilla Sheila Programas,07/05/2026,Goodskin,Andrea Purita,Los profesionales con Flor,Florencia de la V,Juli,TRUE,NOTA,Screenrecorder-2026-05-07-17-10-38-812.mp4,$1.285.200,$170.000,$1.455.200
May 2026 - Grilla Sheila Programas,07/05/2026,Menacor,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Lukas,TRUE,NOTA,Screenrecorder-2026-05-07-11-36-24-48.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,07/05/2026,Satial Food,Yanina Latorre,SQP,,Juli,TRUE,PNT,SQP - SATIAL 07 05 .mp4,$800.000,$0,$800.000
May 2026 - Grilla Sheila Programas,08/05/2026,AMPK Protein,Andrea Purita,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,Screenrecorder-2026-05-08-12-31-03-297.mp4,$250.000,$170.000,$420.000
May 2026 - Grilla Sheila Programas,08/05/2026,Capskrill,Delfina Zimerman,Lape Club Social,Sergio Lapegüe,Juli,TRUE,NOTA,Screenrecorder-2026-05-08-11-23-44-151.mp4,$1.800.000,$100.000,$1.900.000
May 2026 - Grilla Sheila Programas,08/05/2026,Menacor,Gabriel Lapman,TL 9 al Amanecer,,Juli,TRUE,NOTA,Screenrecorder-2026-05-08-09-39-00-250.mp4,$771.120,$120.000,$891.120
May 2026 - Grilla Sheila Programas,08/05/2026,Daozima,Gabriel Lapman,Que mañana!,Julián Weich,Juli,TRUE,NOTA,Screenrecorder-2026-05-08-12-36-53-169.mp4,$1.071.000,$120.000,$1.191.000
May 2026 - Grilla Sheila Programas,08/05/2026,Vitamet,Gabriel Lapman,TL 9 al Mediodia,,Lukas,TRUE,NOTA,Screenrecorder-2026-05-08-14-23-50-929.mp4,$1.568.700,$120.000,$1.688.700
May 2026 - Grilla Sheila Programas,08/05/2026,Digecaps,Gabriel Lapman,Mediodía bien arriba,Carlos Monti,Lukas,TRUE,NOTA,Screenrecorder-2026-05-08-15-13-37-520.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,08/05/2026,Goodskin,Luisa Albinoni,La Cocina Rebelde,Jimena Monteverde,,TRUE,PNT,Screenrecorder-2026-05-08-14-00-25-300.mp4,$1.350.000,$0,$1.350.000
May 2026 - Grilla Sheila Programas,08/05/2026,Daozima,Micaela Olivares,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,Screenrecorder-2026-05-08-09-56-43-776.mp4,$1.800.000,$70.000,$1.870.000
May 2026 - Grilla Sheila Programas,09/05/2026,Serrapep,Gabriel Lapman,Nara que ver,Nara Ferragut,Lukas,TRUE,NOTA,Screenrecorder-2026-05-11-13-59-22-224.mp4,$567.630,$120.000,$687.630
May 2026 - Grilla Sheila Programas,09/05/2026,Metasitol R1,Gabriel Lapman,Implacables,Susana Roccasalvo,No subieron a YT,FALSE,NOTA,,$749.700,$120.000,$869.700
May 2026 - Grilla Sheila Programas,11/05/2026,Goodskin,Andrea Purita,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-05-11 17-40-53.mp4,$1.350.000,$170.000,$1.520.000
May 2026 - Grilla Sheila Programas,11/05/2026,Metasitol R1,Gabriel Lapman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,Screenrecorder-2026-05-11-10-29-10-199.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,11/05/2026,Daozima,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,Screenrecorder-2026-05-11-11-16-06-483.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,11/05/2026,Telomerina,Gabriel Lapman,Con Carmen,Carmen Barbieri,Juli,TRUE,NOTA,2026-05-11 15-51-06.mp4,$1.178.100,$120.000,$1.298.100
May 2026 - Grilla Sheila Programas,11/05/2026,Serrapep,Gabriel Lapman,Los profesionales con Flor,Florencia de la V,Lukas,TRUE,NOTA,2026-05-11 17-02-50.mp4,$1.285.200,$120.000,$1.405.200
May 2026 - Grilla Sheila Programas,11/05/2026,Vitamet,Gabriel Lapman,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-12 09-53-02.mp4,$1.000.000,$120.000,$1.120.000
May 2026 - Grilla Sheila Programas,12/05/2026,Satial Food,Andrea Purita,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-12 11-45-44.mp4,$250.000,$170.000,$420.000
May 2026 - Grilla Sheila Programas,12/05/2026,Satial Food,Angel de Brito,LAM,Denis Dumas,,FALSE,PNT,,$1.000.000,$0,$1.000.000
May 2026 - Grilla Sheila Programas,12/05/2026,Daozima,Gabriel Lapman,La mañana de Moria,Moria Casan,Lukas,TRUE,NOTA,2026-05-12 10-27-14.mp4,$1.700.000,$120.000,$1.820.000
May 2026 - Grilla Sheila Programas,12/05/2026,Goodskin,Mariana Fabbiani,DDM,,,FALSE,PNT,,$700.000,$0,$700.000
May 2026 - Grilla Sheila Programas,12/05/2026,Goodskin,Yanina Latorre,SQP,,,FALSE,PNT,,$800.000,$0,$800.000
May 2026 - Grilla Sheila Programas,13/05/2026,Floragut,Delfina Zimerman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-05-13 11-01-07.mp4,$1.800.000,$100.000,$1.900.000
May 2026 - Grilla Sheila Programas,13/05/2026,Creatina HCL,Delfina Zimerman,Lape Club Social,Sergio Lapegüe,Juli,TRUE,NOTA,2026-05-13 11-01-07.mp4,$1.800.000,$100.000,$1.900.000
May 2026 - Grilla Sheila Programas,13/05/2026,Telomerina,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-13 11-51-13.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,13/05/2026,Vitamet,Gabriel Lapman,Que mañana!,Julián Weich,Juli,TRUE,NOTA,2026-05-13 11-07-33.mp4,$1.071.000,$120.000,$1.191.000
May 2026 - Grilla Sheila Programas,14/05/2026,Metasitol R1,Andrea Purita,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-05-14 16-58-41.mp4,$1.350.000,$170.000,$1.520.000
May 2026 - Grilla Sheila Programas,14/05/2026,Satial Food,Andrea Purita,Los profesionales con Flor,Florencia de la V,Lukas,TRUE,NOTA,2026-05-14 17-08-23.mp4,$1.285.200,$170.000,$1.455.200
May 2026 - Grilla Sheila Programas,14/05/2026,Goodskin,Andrea Purita,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-15 09-57-20.mp4,$1.000.000,$170.000,$1.170.000
May 2026 - Grilla Sheila Programas,14/05/2026,Metasitol,Gabriel Lapman,TL 9 al Amanecer,,Juli,TRUE,NOTA,2026-05-14 10-10-36.mp4,$771.120,$120.000,$891.120
May 2026 - Grilla Sheila Programas,14/05/2026,Menacor,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-14 12-17-05.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,15/05/2026,Satial Food,Andrea Purita,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-15 12-04-14.mp4,$250.000,$170.000,$420.000
May 2026 - Grilla Sheila Programas,15/05/2026,Menacor,Gabriel Lapman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-05-15 10-05-27.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,15/05/2026,Vitamet,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Juli,TRUE,NOTA,2026-05-15 11-01-18 - Trim.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,15/05/2026,Daozima,Gabriel Lapman,TL 9 al Mediodia,,Lukas,TRUE,NOTA,2026-05-15 14-48-42 - Trim.mp4,$1.568.700,$120.000,$1.688.700
May 2026 - Grilla Sheila Programas,15/05/2026,Telomerina,Gabriel Lapman,Estamos en una,Carlos Monti,Lukas,TRUE,NOTA,2026-05-15 15-05-45.mp4,$0,$120.000,$120.000
May 2026 - Grilla Sheila Programas,16/05/2026,Serrapep,Gabriel Lapman,Implacables,Susana Roccasalvo,Lukas,TRUE,NOTA,2026-05-19 09-26-59.mp4,$749.700,$120.000,$869.700
May 2026 - Grilla Sheila Programas,17/05/2026,Capskrill,Gabriel Lapman,Nara que ver,Nara Ferragut,Lukas,TRUE,NOTA,2026-05-19 09-51-37.mp4,$567.630,$120.000,$687.630
May 2026 - Grilla Sheila Programas,18/05/2026,Metasitol R1,Gabriel Lapman,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-19 10-03-37.mp4,$1.000.000,$120.000,$1.120.000
May 2026 - Grilla Sheila Programas,18/05/2026,Serrapep,,Las mañanas con Andino,Guillermo Andino,No subieron a YT,FALSE,,,$250.000,$0,$250.000
May 2026 - Grilla Sheila Programas,19/05/2026,Serrapep,Gabriel Lapman,La mañana de Moria,Moria Casan,Lukas,TRUE,NOTA,2026-05-19 10-32-36.mp4,$1.700.000,$120.000,$1.820.000
May 2026 - Grilla Sheila Programas,19/05/2026,Creatina HCL,Gabriel Lapman,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-05-19 17-34-52.mp4,$1.350.000,$120.000,$1.470.000
May 2026 - Grilla Sheila Programas,19/05/2026,Vitamet,Gabriel Lapman,Los profesionales con Flor,Florencia de la V,Juli,TRUE,NOTA,2026-05-19 17-35-56.mp4,$1.285.200,$120.000,$1.405.200
May 2026 - Grilla Sheila Programas,18/05/2026,Serrapep,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-05-19 12-13-34.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,18/05/2026,Floragut,Gabriel Lapman,Con Carmen,Carmen Barbieri,Lukas,TRUE,NOTA,2026-05-19 09-57-45.mp4,$1.178.100,$120.000,$1.298.100
May 2026 - Grilla Sheila Programas,19/05/2026,Goodskin,Mariana Fabbiani,DDM,,,FALSE,PNT,,$700.000,$0,$700.000
May 2026 - Grilla Sheila Programas,19/05/2026,Digecaps,Micaela Olivares,Desayuno Americano,Pamela David,Lukas,TRUE,NOTA,2026-05-19 09-37-32.mp4,$1.800.000,$70.000,$1.870.000
May 2026 - Grilla Sheila Programas,20/05/2026,Metasitol R1,Andrea Purita,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-05-20 16-19-18.mp4,$1.350.000,$170.000,$1.520.000
May 2026 - Grilla Sheila Programas,20/05/2026,Satial Food,Angel de Brito,LAM,Denis Dumas,,FALSE,PNT,,$1.000.000,$0,$1.000.000
May 2026 - Grilla Sheila Programas,20/05/2026,AMPK Protein,Evangelina Cueto,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-21 10-22-34.mp4,$1.000.000,$70.000,$1.070.000
May 2026 - Grilla Sheila Programas,20/05/2026,Creatina HCL,Gabriel Lapman,Que mañana!,Julián Weich,Juli,TRUE,NOTA,2026-05-20 11-23-11.mp4,$1.071.000,$120.000,$1.191.000
May 2026 - Grilla Sheila Programas,20/05/2026,Creatina HCL,Micaela Olivares,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-05-20 11-31-28.mp4,$1.800.000,$70.000,$1.870.000
May 2026 - Grilla Sheila Programas,20/05/2026,Telomerina,Yanina Latorre,SQP,,,FALSE,PNT,,$800.000,$0,$800.000
May 2026 - Grilla Sheila Programas,21/05/2026,Metasitol R1,Andrea Purita,Los profesionales con Flor,Florencia de la V,Juli,TRUE,NOTA,2026-05-21 17-03-28 - Trim.mp4,$1.285.200,$170.000,$1.455.200
May 2026 - Grilla Sheila Programas,21/05/2026,Satial Carb Controller,Andrea Purita,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-22 09-23-40.mp4,$1.000.000,$170.000,$1.170.000
May 2026 - Grilla Sheila Programas,21/05/2026,Creatina HCL,Gabriel Lapman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-05-21 09-59-43.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,21/05/2026,Telomerina,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Lukas,TRUE,NOTA,2026-05-21 12-02-48.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,21/05/2026,AMPK Protein,Mariana Fabbiani,DDM,Cesar Carozza,,FALSE,PNT,,$700.000,$0,$700.000
May 2026 - Grilla Sheila Programas,22/05/2026,AMPK Protein,Andrea Purita,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-22 10-47-00.mp4,$250.000,$170.000,$420.000
May 2026 - Grilla Sheila Programas,22/05/2026,Daozima,Gabriel Lapman,TL 9 al Amanecer,,Juli,TRUE,NOTA,2026-05-22 09-41-30.mp4,$771.120,$120.000,$891.120
May 2026 - Grilla Sheila Programas,22/05/2026,Vitamet,Gabriel Lapman,Desayuno Americano,Pamela David,Lukas,TRUE,NOTA,2026-05-22 09-48-48.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,22/05/2026,Menacor,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-05-22 10-51-56.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,22/05/2026,Telomerina,Gabriel Lapman,TL 9 al Mediodia,,Juli,TRUE,NOTA,2026-05-22 14-26-50 - Trim.mp4,$1.568.700,$120.000,$1.688.700
May 2026 - Grilla Sheila Programas,22/05/2026,Satial Food,Yanina Latorre,SQP,,,FALSE,PNT,,$800.000,$0,$800.000
May 2026 - Grilla Sheila Programas,22/05/2026,Metasitol,,Mediodía bien arriba,Carlos Monti,,FALSE,NOTA,,$250.000,$0,$250.000
May 2026 - Grilla Sheila Programas,23/05/2026,"AMPK Protein, Creatina HCL, AMPK Protein | Bebible",Delfina Zimerman,EL ANTI 9,Maxi Lopez,Lukas,TRUE,NOTA,2026-05-28 09-29-04.mp4,$2.000.000,$100.000,$2.100.000
May 2026 - Grilla Sheila Programas,23/05/2026,Digecaps,Gabriel Lapman,Implacables,Susana Roccasalvo,Lukas,TRUE,NOTA,2026-05-26 09-42-38.mp4,$749.700,$120.000,$869.700
May 2026 - Grilla Sheila Programas,26/05/2026,Satial Food,Denis Dumas,LAM,Ángel De Brito,,FALSE,PNT,,$1.000.000,$70.000,$1.070.000
May 2026 - Grilla Sheila Programas,26/05/2026,Telomerina,Gabriel Lapman,La mañana de Moria,Moria Casan,Juli,TRUE,NOTA,2026-05-26 14-00-20.mp4,$1.700.000,$120.000,$1.820.000
May 2026 - Grilla Sheila Programas,26/05/2026,Vitamet,Gabriel Lapman,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-05-26 16-29-08.mp4,$1.350.000,$120.000,$1.470.000
May 2026 - Grilla Sheila Programas,26/05/2026,Menacor,Gabriel Lapman,Los profesionales con Flor,Florencia de la V,Lukas,TRUE,NOTA,2026-05-26 17-02-47.mp4,$1.285.200,$120.000,$1.405.200
May 2026 - Grilla Sheila Programas,26/05/2026,Telomerina,Gabriel Lapman,Todo Cocinado,Rocío Marengo,Juli,TRUE,NOTA,2026-05-26 18-02-38.mp4,$1.000.000,$120.000,$1.120.000
May 2026 - Grilla Sheila Programas,26/05/2026,Goodskin,Mariana Fabbiani,DDM,,,FALSE,PNT,,$700.000,$0,$700.000
May 2026 - Grilla Sheila Programas,26/05/2026,Metasitol R1,Micaela Olivares,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-05-26 14-26-57.mp4,$1.800.000,$70.000,$1.870.000
May 2026 - Grilla Sheila Programas,27/05/2026,Metasitol,Evangelina Cueto,La Cocina Rebelde,Jimena Monteverde,Lukas,TRUE,NOTA,2026-05-27 16-01-06.mp4,$1.350.000,$70.000,$1.420.000
May 2026 - Grilla Sheila Programas,27/05/2026,Vitamet,Evangelina Cueto,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-28 10-10-10.mp4,$1.000.000,$70.000,$1.070.000
May 2026 - Grilla Sheila Programas,27/05/2026,Serrapep,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-27 11-53-27.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,27/05/2026,Telomerina,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-05-27 10-49-03.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,27/05/2026,Vitamet,Gabriel Lapman,Con Carmen,Carmen Barbieri,Lukas,TRUE,NOTA,2026-05-27 15-07-22.mp4,$1.178.100,$120.000,$1.298.100
May 2026 - Grilla Sheila Programas,27/05/2026,Goodskin,Yanina Latorre,SQP,,,FALSE,PNT,,$800.000,$0,$800.000
May 2026 - Grilla Sheila Programas,28/05/2026,Menacor,Gabriel Lapman,Desayuno Americano,Pamela David,Juli,TRUE,NOTA,2026-05-28 15-38-28.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,28/05/2026,Daozima,Gabriel Lapman,Las mañanas con Andino,Guillermo Andino,Lukas,TRUE,NOTA,2026-05-28 11-02-42.mp4,$250.000,$120.000,$370.000
May 2026 - Grilla Sheila Programas,28/05/2026,Goodskin,Karina Ramírez,Todo Cocinado,Rocío Marengo,Lukas,TRUE,NOTA,2026-05-29 08-45-40.mp4,$1.000.000,$70.000,$1.070.000
May 2026 - Grilla Sheila Programas,28/05/2026,Daozima,Micaela Olivares,Los profesionales con Flor,Florencia de la V,Juli,TRUE,NOTA,2026-05-28 17-45-17.mp4,$1.285.200,$70.000,$1.355.200
May 2026 - Grilla Sheila Programas,28/05/2026,AMPK Protein,Paula Trapani,LAM,Denis Dumas,Juli,TRUE,PNT,2026-05-29 09-16-13.mp4,$1.000.000,$0,$1.000.000
May 2026 - Grilla Sheila Programas,29/05/2026,Satial Food,Andrea Purita,Las mañanas con Andino,Guillermo Andino,Juli,TRUE,NOTA,2026-05-29 16-08-47.mp4,$250.000,$170.000,$420.000
May 2026 - Grilla Sheila Programas,29/05/2026,Digecaps,Gabriel Lapman,TL 9 al Amanecer,,Juli,TRUE,NOTA,2026-05-29 09-50-16.mp4,$771.120,$120.000,$891.120
May 2026 - Grilla Sheila Programas,29/05/2026,Metasitol R1,Gabriel Lapman,Lape Club Social,Sergio Lapegüe,Lukas,TRUE,NOTA,2026-05-29 11-28-14.mp4,$1.800.000,$120.000,$1.920.000
May 2026 - Grilla Sheila Programas,29/05/2026,Daozima,Gabriel Lapman,TL 9 al Mediodia,,Lukas,TRUE,NOTA,2026-05-29 13-43-14.mp4,$1.568.700,$120.000,$1.688.700
May 2026 - Grilla Sheila Programas,29/05/2026,Metasitol,Karina Ramírez,Desayuno Americano,Pamela David,Lukas,TRUE,NOTA,2026-05-29 11-20-25.mp4,$1.800.000,$70.000,$1.870.000
May 2026 - Grilla Sheila Programas,29/05/2026,Serrapep,Karina Ramírez,Que mañana!,Julián Weich,Juli,TRUE,NOTA,2026-05-29 11-14-24.mp4,$1.071.000,$70.000,$1.141.000
May 2026 - Grilla Sheila Programas,29/05/2026,Goodskin,Mariana Fabbiani,DDM,,Juli,TRUE,PNT,DDM - Goodskin 29 05 .mp4,$700.000,$0,$700.000
May 2026 - Grilla Sheila Programas,31/05/2026,Digecaps,Gabriel Lapman,Nara que ver,Nara Ferragut,,TRUE,NOTA,2026-06-01 16-56-19.mp4,$567.630,$120.000,$687.630
